Doctor Name,Specialization,Experience,Location,City,Hospital,Consultation Fee,Profile Link
Dr. Ryan DSouza,Ophthalmologist,30 years experience overall,"Bandra West,",Mumbai,Dr. Agarwal's Eye Hospital,₹2000,https://www.practo.com/mumbai/doctor/dr-ryan-dsouza-1-ophthalmologist?practice_id=1060712&specialization=Doctor&referrer=doctor_listing&page_uid=c7cff1ec-4b3d-41d5-95d2-7eecc735e0b0
Dr. Shradha Goel,Ophthalmologist,23 years experience overall,"Andheri West,",Mumbai,Arohi Eye Hospital,₹1000,https://www.practo.com/mumbai/doctor/shradha-goel-ophthalmologist?practice_id=758207&specialization=Doctor&referrer=doctor_listing&page_uid=c7cff1ec-4b3d-41d5-95d2-7eecc735e0b0
Dr. Gul J. Nankani,Ophthalmologist,35 years experience overall,"Parel,",Mumbai,Krishna Eye Centre,₹1500,https://www.practo.com/mumbai/doctor/dr-gul-j-nankani-ophthalmologist-1?practice_id=648650&specialization=Doctor&referrer=doctor_listing&page_uid=c7cff1ec-4b3d-41d5-95d2-7eecc735e0b0
Dr. Sunny Agarwal,General Surgeon,16 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1200,https://www.practo.com/mumbai/doctor/sunny-agarwal-general-physician?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=c7cff1ec-4b3d-41d5-95d2-7eecc735e0b0
Dr. Pooja Ghodke,Ophthalmologist,15 years experience overall,"Andheri West,",Mumbai,IKSHA Eye Care,₹600,https://www.practo.com/mumbai/doctor/pooja-ghodke-ophthalmologist?practice_id=1300831&specialization=Doctor&referrer=doctor_listing&page_uid=c7cff1ec-4b3d-41d5-95d2-7eecc735e0b0
Dr. Anil Yadav,Ophthalmologist,23 years experience overall,"Andheri West,",Mumbai,Arohi Eye Hospital,₹1000,https://www.practo.com/mumbai/doctor/dr-anil-yadav-1-ophthalmologist-ophthalmologist?practice_id=758207&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Girish Bhalerao,Orthopedist,18 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/dr-girish-bhalerao-orthopedist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Sambit Patnaik,General Surgeon,21 years experience overall,"Tardeo,",Mumbai,Mumbai Piles Clinic,₹2000,https://www.practo.com/mumbai/doctor/dr-sambit-patnaik-1-gastroentrology-surgeon?practice_id=1163658&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Pavan Pai,Neurologist,18 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1200,https://www.practo.com/mumbai/doctor/dr-pavan-pai-neurologist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Satyen Mehta,Spine Surgeon,25 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹2500,https://www.practo.com/mumbai/doctor/dr-satyen-mehta-orthopedist-3?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Manjushri Kothekar,Infertility Specialist,21 years experience overall,"Kurla West,",Mumbai,ART Fertility Clinics,₹2000,https://www.practo.com/mumbai/doctor/dr-manjushri-kothekar-gynecologist-obstetrician?practice_id=1402709&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Mukund Andakar,Urologist,34 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dr-mukund-andankar-urologist-212130?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Mangala Patil,Gynecologist/Obstetrician,38 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/mangala-patil-gynecologist-obstetrician?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Ankesh Sahetya,Gynecologist/Obstetrician,17 years experience overall,"Andheri West,",Mumbai,Pushpaa Hospital,₹1500,https://www.practo.com/mumbai/doctor/dr-ankesh-sahetya-gynecologist-obstetrician?practice_id=697500&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Ketki Kulkarni,Gynecologist/Obstetrician,24 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1200,https://www.practo.com/mumbai/doctor/dr-ketki-gupte-gynecologist-obstetrician?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=df04f894-d891-4e26-be32-23dc16704546
Dr. Dhrumin Sangoi,Orthopedist,16 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dhrumin-sangoi-orthopedist?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Rajashri  Tayshete,Gynecologist/Obstetrician,16 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/dr-rajshree-bhasale-obstetrics-gynecology?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Chandranath Tiwari,Neurosurgeon,23 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/chandranath-tiwari-neurologist?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Abhijit Kale,Spine Surgeon,23 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1000,https://www.practo.com/mumbai/doctor/dr-abhijit-kale-orthopedist-general-physician?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Ashutosh Baghel,Urologist,20 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/dr-ashutosh-baghel-urologist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Shulmit Vaidya,General Surgeon,24 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/shulmit-vaidya-general-surgeon?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Roshni Bhaskar Nambiar,Ear-Nose-Throat (ENT) Specialist,21 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1200,https://www.practo.com/mumbai/doctor/dr-roshni-bhaskar-nambiar-ear-nose-throat-ent-specialist?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Vinaykumar Thati,Laparoscopic Surgeon,24 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/vinay-kumar-thati-general-surgeon?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Tanuja Uchil,Gynecologist/Obstetrician,28 years experience overall,"Chembur East,",Mumbai,Oma Hospital - A Women's Speciallty Hospital,₹1200,https://www.practo.com/mumbai/doctor/dr-tanuja-uchil-gynecologist-obstetrician?practice_id=649538&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Ashish Mishra,Cardiologist,15 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/dr-ashish-mishra-3-cardiologist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=ae6e8f0b-1ebb-44ab-a346-e7686a2ee760
Dr. Shraddha Deshpande,Plastic Surgeon,18 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1500,https://www.practo.com/mumbai/doctor/shraddha-deshpande-plastic-surgeon?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Mayuresh Deepak Pradhan,Cardiac Surgeon,23 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1200,https://www.practo.com/mumbai/doctor/dr-mayuresh-deepak-pradhan-cardiac-surgeon?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Harshal Bam,Spine Surgeon,17 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹2000,https://www.practo.com/mumbai/doctor/dr-harshal-bam-spine-surgeon?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Ankit Gupta,Pediatrician,17 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1200,https://www.practo.com/mumbai/doctor/ankit-gupta-3-pediatrician?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Miloni Gadoya,Gynecologist/Obstetrician,16 years experience overall,"Tardeo,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dr-miloni-gadoya-gynecologist-obstetrician?practice_id=1134529&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Dhanashree Mane Dhabalia,Ophthalmologist,17 years experience overall,"Andheri West,",Mumbai,IKSHA Eye Care,₹600,https://www.practo.com/mumbai/doctor/dr-dhanashree-mane-dhabalia?practice_id=1300831&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Abhishek M Shah,Urologist,17 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/abhishek-m-shah-urologist?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Richa Jagtap,Infertility Specialist,24 years experience overall,"Kurla West,",Mumbai,ART Fertility Clinics,₹2000,https://www.practo.com/mumbai/doctor/dr-richa-jagtap-gynecologist-obstetrician?practice_id=1402709&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Jay Goyal,Ophthalmologist,20 years experience overall,"Bandra West,",Mumbai,Surya Eye,₹800,https://www.practo.com/mumbai/doctor/dr-jay-goyal-ophthalmologist?practice_id=1461327&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Pratik Tibdewal,Gastroenterologist,17 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1200,https://www.practo.com/mumbai/doctor/dr-pratik-tibdewal-gastroenterologist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=3977e5dd-8a2d-4a60-b7ba-34d61f4138a2
Dr. Sheetal Radia,Ear-Nose-Throat (ENT) Specialist,17 years experience overall,"Mira Road,",Mumbai,Wockhardt Hospitals (formerly known as Umrao Hospital),₹1000,https://www.practo.com/mumbai/doctor/sheetal-radia-ear-nose-throat-ent-specialist?practice_id=679125&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Ketan Marker,General Surgeon,33 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dr-ketan-marker-general-surgeon?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Shweta Inamdar Kulkarni,Ophthalmologist,17 years experience overall,"Badlapur East,",Mumbai,New Delhi Center For Sight Limited,₹550,https://www.practo.com/mumbai/doctor/shweta-inamdarkulkarni-ophthalmologist?practice_id=1603436&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Gautam Nadkarni,General Surgeon,28 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹1000,https://www.practo.com/mumbai/doctor/dr-gautam-nadkarni-general-surgeon?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Sumit Paranjpe,Gynecologist/Obstetrician,17 years experience overall,"Chembur,",Mumbai,Apollo Spectra Hospitals,₹1200,https://www.practo.com/mumbai/doctor/dr-sumit-paranjpe-gynecologist-obstetrician?practice_id=1053353&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Dipti Patel,Rheumatologist,24 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1250,https://www.practo.com/mumbai/doctor/dipti-patel-rheumatologist?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Bhushan Ghodke,Ophthalmologist,17 years experience overall,"Andheri West,",Mumbai,IKSHA Eye Care,₹600,https://www.practo.com/mumbai/doctor/bhushan-ghodke-ophthalmologist-ophthalmologist?practice_id=1300831&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Mangesh Kohale,Cardiac Surgeon,23 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dr-mangesh-kohale-cardiac-surgeon-1?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Rajanikanth C. R.,Cardiologist,35 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹2000,https://www.practo.com/mumbai/doctor/dr-rajanikanth-c-r-cardiologist?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Sachin V Shah,Ophthalmologist,26 years experience overall,"Vikhroli East,",Mumbai,Vin-R Eye Care Centre,₹500,https://www.practo.com/mumbai/doctor/sachin-v-shah-ophthalmologist?practice_id=1056144&specialization=Doctor&referrer=doctor_listing&page_uid=c87c3b28-b6be-4269-83d9-9a7672ae001d
Dr. Gunjan Rathi,Ophthalmologist,15 years experience overall,"Andheri West,",Mumbai,IKSHA Eye Care,₹350,https://www.practo.com/mumbai/doctor/gunjan-rathi-ophthalmologist?practice_id=1300831&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Swapnil Sharma,GastroIntestinal Surgeon,17 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1000,https://www.practo.com/mumbai/doctor/swapnil-sharma-gastrointestinal-surgeon?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Mahore Amit,Neurosurgeon,25 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹2000,https://www.practo.com/mumbai/doctor/dr-mahore-amit-neurosurgeon?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Suman Nabar,Ophthalmologist,31 years experience overall,"Juhu,",Mumbai,Divya Eye Clinic & Day Care Centre,₹1500,https://www.practo.com/mumbai/doctor/suman-nabar-ophthalmologist?practice_id=689049&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Aditya Patil,Neurosurgeon,16 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹2000,https://www.practo.com/mumbai/doctor/aditya-patil-1-neurosurgeon?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Davinder Tulpule,Internal Medicine,33 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1500,https://www.practo.com/mumbai/doctor/davinder-tulpule-internal-medicine?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Prashant Makhija,Neurologist,21 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹2000,https://www.practo.com/mumbai/doctor/prashant-makhija-neurologist?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Mudit Khanna,Orthopedist,26 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹2500,https://www.practo.com/mumbai/doctor/dr-mudit-khanna?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Nikhil Bhasin,Nephrologist,15 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1000,https://www.practo.com/mumbai/doctor/nikhil-bhasin-nephrologist?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Chandan Chaudhari,Nephrologist,21 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹1500,https://www.practo.com/mumbai/doctor/dr-chandan-chaudari-nephrologist?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=a274e876-865a-488d-8423-16737f8f20d4
Dr. Kamlesh Jain,Cardiac Surgeon,24 years experience overall,"Chembur,",Mumbai,Surana Sethia Hospital and Research Center,₹2000,https://www.practo.com/mumbai/doctor/dr-kamlesh-jain-cardiac-surgeon?practice_id=708747&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Mohit Kukreja,Orthopedist,20 years experience overall,"Mumbai Central,",Mumbai,Wockhardt Hospitals,₹2000,https://www.practo.com/mumbai/doctor/dr-mohit-kukreja-orthopedist?practice_id=1235891&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Samvaad Shetty,General Physician,13 years experience overall,"Andheri East,",Mumbai,Arihantha Family Clinic,₹1500,https://www.practo.com/mumbai/doctor/samvaad-shetty-general-physician?practice_id=1323269&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Kalpana B Tiwari,General Physician,14 years experience overall,"Chembur East,",Mumbai,Dr. Tiwari's Clinic,₹700,https://www.practo.com/mumbai/doctor/kalpana-b-tiwari-infectious-diseases-physician?practice_id=1261411&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Mrinalini Singh,Internal Medicine,14 years experience overall,"Kanjurmarg,",Mumbai,Medshrine Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-mrinalini-singh-general-physician-1?practice_id=1442403&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Anshudeep Dodake,General Physician,14 years experience overall,"Parel,",Mumbai,Health Omega Clinic,₹500,https://www.practo.com/mumbai/doctor/dr-anshudeep-dodake-general-practitioner?practice_id=1398005&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
Dr. Manasi Dave,General Physician,18 years experience overall,"Kandivali,",Mumbai,Aashirwad Medical And Dental Clinic,₹1000,https://www.practo.com/mumbai/doctor/dr-manasi-dave-general-physician?practice_id=1444184&specialization=Doctor&referrer=doctor_listing&page_uid=28b2f9cf-8e1f-45ee-a536-fd7a8088752c
